,Name
5987, Middlesex University Dubai
5988, Middlesex University Malta
5989, Midland College
5990, Midland University
5991, Midlands State University
5992, Midway University
5993, Midwestern State University
5994, Midwestern University
5995, Mie Prefectural College of Nursing
5996, Mie University
5997, Miedzynarodowa Wyzsza Szkola Logistyki i Transportu we Wroclawiu
5998, Mientrung University of Civil Engineering
5999, Miles College
6000, Mili Institute of Higher Education
6001, Millennium University
6002, Millersville University of Pennsylvania
6003, Milli Aviasiya Akademiyasi
6004, Milligan College
6005, Millikin University
6006, Milliy Raqs va Xoreografiya Oliy Maktabi
6007, Mills College
6008, Millsaps College
6009, Milton Friedman Egyetem
6010, Milton Margai College of Education and Technology
6011, Milwaukee Institute of Art and Design
6012, Milwaukee School of Engineering
6013, Mimar Sinan Güzel Sanatlar Üniversitesi
6014, Mimasaka University
6015, Minami Kyushu University
6016, Mindanao State University
6017, Mindanao State University - Iligan Institute of Technology
6018, MINES ParisTech
6019, Ming Chi University of Technology
6020, Ming Chuan University
6021, MingDao University
6022, Mingeçevir Dövlet Universiteti
6023, Minghsin University of Science and Technology
6024, Minhaj University
6025, Minia University
6026, Mining-metallurgy Institute of Tajikistan
6027, Minjiang University
6028, Minnan Normal University
6029, Minnan University of Science and Technology
6030, Minneapolis College of Art and Design
6031, Minnesota State University Moorhead
6032," Minnesota State University, Mankato"
6033, Minobusan University
6034, Minot State University
6035, Minsk Innovation University
6036, Minsk State Linguistic University
6037, Minzu University of China
6038, Miriam College
6039, Mirpur University of Science and Technology
6040, Misamis Oriental State College of Agriculture and Technology
6041, Misamis University
6042, Misericordia University
6043, Miskolci Egyetem
6044, Misr International University
6045, Misr University for Science and Technology
6046, Mississippi College
6047, Mississippi State University
6048, Mississippi University for Women
6049, Mississippi Valley State University
6050, Missouri Baptist University
6051, Missouri Southern State University
6052, Missouri State University
6053, Missouri University of Science and Technology
6054, Missouri Valley College
6055, Missouri Western State University
6056, Misurata University
6057, MIT Art Design and Technology University
6058, MIT University
6059, MIT University Dakar
6060, MIT Univerzitet
6061, Mitchell College
6062, Mitchell Hamline School of Law
6063, Mittuniversitetet
6064, Mityana Agro-Vet Institute
6065, Miyagi Gakuin Women's University
6066, Miyagi University
6067, Miyagi University of Education
6068, Miyazaki International College
6069, Miyazaki Municipal University
6070, Miyazaki Prefectural Nursing University
6071, Miyazaki Sangyo-keiei University
6072, Mizan Tepi University
6073, Mizoram University
6074, Mkitar Gosh Armenian-Russian International University
6075, MLC Fakulteta za management in pravo Ljubljana
6076, Modern College of Business and Science
6077, Modern Sciences and Arts University
6078, Modern University College
6079, Modern University for Business and Science
6080, Modern University for Technology and Information
6081, Modern University for the Humanities
6082, Modibbo Adama University of Technology
6083, MODUL University Dubai
6084, MODUL University Vienna
6085, Mody University of Science and Technology
6086, Mofid University
6087, Mogilev State University
6088, Mogilev State University of Food Technologies
6089, Mohammad Ali Jauhar University
6090, Mohammad Ali Jinnah University
6091, Mohammed Bin Rashid School of Government
6092, Mohammed Bin Rashid University of Medicine and Health Sciences
6093, Mohammed V University Abu Dhabi
6094, Mohanlal Sukhadia University
6095, Mohi-ud-Din Islamic University
6096, Moholy-Nagy Muvészeti Egyetem
6097, Moi University
6098, Mokpo Catholic University
6099, Mokpo National Maritime University
6100, Mokpo National University
6101, Mokwon University
6102, Molloy College
6103, Momoyama Gakuin University
6104, Monad University
6105, Mon-Altius Institute
6106, Monash University
6107, Mongol Institute
6108, Mongolia International University
6109, Mongolian Labour and Social Relations Institute
6110, Mongolian National Institute of Physical Education
6111, Mongolian National University
6112, Mongolian National University of Arts and Culture
6113, Mongolian National University of Medical Sciences
6114, Mongolian State Conservatory
6115, Mongolian State University of Education
6116, Mongolian University of Life Sciences
6117, Mongolian University of Science and Technology
6118, Monmouth College
6119, Monmouth University
6120, Monroe College
6121, Montana State University
6122, Montana State University Billings
6123, Montana State University-Northern
6124, Montana Tech
6125, Montanuniversität Leoben
6126, Montclair State University
6127, Montpellier Business School
6128, Montpellier SupAgro
6129, Montreat College
6130, Montserrat College of Art
6131, Monywa University
6132, Monywa University of Economics
6133, Moody Bible Institute
6134, Moore College of Art and Design
6135, Moraa Female University
6136, Moravian College
6137, Moravská vysoká škola Olomouc
6138, Morehead State University
6139, Morehouse College
6140, Morehouse School of Medicine
6141, Morgan State University
6142, Morinomiya University of Medical Sciences
6143, Morioka College
6144, Morningside College
6145, Morris College
6146, Morrisville State College
6147, Mosa University
6148, Moscow Automobile and Road Construction State Technical University
6149, Moscow Aviation Institute
6150, Moscow City Teachers' Training University
6151, Moscow Financial and Law University
6152, Moscow Institute of Physics and Technology
6153, Moscow Institute of Public Administration and Law
6154, Moscow International Higher Business School
6155, Moscow International University
6156, Moscow Medical Academy
6157, Moscow Metropolitan Governance University
6158, Moscow Polytech
6159, Moscow State Academy of Physical Culture
6160, Moscow State Academy of Water Transport
6161, Moscow State Industrial Art University
6162, Moscow State Institute of Culture
6163, Moscow State Institute of International Relations
6164, Moscow State Linguistic University
6165, Moscow State Pedagogical University
6166, Moscow State Regional University
6167, Moscow State Technical University of Civil Aviation
6168," Moscow State Technological University ""Stankin"""
6169, Moscow State University
6170, Moscow State University Lomonosov in Dushanbe
6171, Moscow State University of Civil Engineering
6172, Moscow State University of Environmental Engineering
6173, Moscow State University of Food Production
6174, Moscow State University of Geodesy and Cartography
6175, Moscow State University of Printing Arts
6176, Moscow State University of Psychology and Education
6177, Moscow State University of Railway Engineering
6178, Moscow State University of Technology and Management
6179, Moscow Tchaikovsky Conservatory
6180, Moscow Technical University - MIREA
6181, Moscow Technical University of Communications and Informatics
6182, Moscow University for the Humanities
6183, Moscow University of Information and Technology - Moscow Institute of Architecture and Civil Engineering
6184, Moscow University Touro
6185, Moshi Co-operative University
6186," Moshood Abiola University of Science and Technology, Abeokuta"
6187, Mother Teresa Women's University
6188, Motherhood University
6189, Motilal Nehru National Institute of Technology Allahabad
6190, Mount Allison University
6191, Mount Aloysius College
6192, Mount Carmel College of Nursing
6193, Mount Holyoke College
6194, Mount Kenya University
6195, Mount Kenya University Rwanda
6196, Mount Marty College
6197, Mount Mary University
6198, Mount Mercy University
6199, Mount Meru University
6200, Mount Royal University
6201, Mount Saint Mary College
6202, Mount Saint Mary's University
6203, Mount Saint Vincent University
6204, Mount St. Joseph University
6205, Mount St. Mary's University
6206, Mount Vernon Nazarene University
6207, Mountain Top University
6208, Mountain View College
6209, Mountains of the Moon University
6210, Mountcrest University College
6211, Moutai Institute
6212, Mozyr State Pedagogical University
6213, MSB Medical School Berlin
6214, MT&M College
6215, Muban Chombueng Rajabhat University
6216, Mudanjiang Medical University
6217, Mudanjiang Normal University
6218, Mugla Sitki Koçman Üniversitesi
6219," Muhammad Nawaz Shareef University of Agriculture, Multan"
6220, Muhammad Nawaz Sharif University of Engineering and Technology
6221, Muhimbili University of Health and Allied Sciences
6222, Muhlenberg College
6223, Mukachevo State University
6224, Mukogawa Women's University
6225, Mukuba University
6226, Multimedia University
6227, Multimedia University of Kenya
6228, Multnomah University
6229, Mulungushi University
6230, Muni University
6231, Munich Business School
6232, Munzur Üniversitesi
6233, Murang'a University of Technology
6234, Murdoch University
6235, Murdoch University Dubai
6236, Murmansk Arctic State University
6237, Murmansk State Technical University
6238, Muroran Institute of Technology
6239, Murray State University
6240, Mus Alparslan Üniversitesi
6241, Musashi University
6242, Musashino Academia Musicae
6243, Musashino Art University
6244, Musashino Gakuin University
6245, Musashino University
6246, Muscat College
6247, Muscat University
6248, Musik und Kunst Privatuniversität der Stadt Wien
6249, Musikhochschule Lübeck
6250, Muskingum University
6251, Muslim University of Morogoro
6252, Muslim Youth University
6253, Mutah university
6254, Muteesa I Royal University
6255, Muthesius Kunsthochschule
6256, MVN University
6257, Mwalimu Julius K. Nyerere University of Agriculture and Technology
6258, Mwenge Catholic University
6259, Myanmar Aerospace Engineering University
6260, Myanmar Maritime University
6261, Myeik University
6262, Myitkyina University
6263, Mykolayiv National Agrarian University
6264, Mykolayiv National University
6265, Mykolo Romerio Universitetas
6266, Myongji University
6267, Mzumbe University
6268, Mzuzu University
6269, N.P.I. University of Bangladesh
6270, N.R.U. Moscow Power Engineering Institute
6271, N.R.U. Moscow Power Engineering Institute in Dushanbe
6272, Nadbuzanska Szkola Wyzsza im. Marka J. Karpia w Siemiatyczach
6273, Nagahama Institute of Bio-Science and Technology
6274, Nagaland University
6275, Nagano College of Nursing
6276, Nagano University
6277, Nagaoka Institute of Design
6278, Nagaoka University
6279, Nagaoka University of Technology
6280, Nagasaki Institute of Applied Science
6281, Nagasaki International University
6282, Nagasaki Junshin Catholic University
6283, Nagasaki University
6284, Nagasaki University of Foreign Studies
6285, Nagasaki Wesleyan University
6286, Nagoya Bunri University
6287, Nagoya City University
6288, Nagoya College of Music
6289, Nagoya Gakuin University
6290, Nagoya Institute of Technology
6291, Nagoya Keizai University
6292, Nagoya Sangyo University
6293, Nagoya University
6294, Nagoya University of Arts
6295, Nagoya University of Arts and Sciences
6296, Nagoya University of Commerce and Business Administration
6297, Nagoya University of Foreign Studies
6298, Nagoya Women's University
6299, Nagoya Zokei University of Art and Design
6300, Nahavand University
6301, Nahda University
6302, Najran University
6303, Nakamura Gakuen University
6304, Nakhon Pathom Rajabhat University
6305, Nakhon Phanom University
6306, Nakhon Ratchasima Rajabhat University
6307, Nakhon Sawan Rajabhat University
6308, Nakhon Si Thammarat Rajabhat University
6309, Nalanda University
6310, NALSAR University of Law
6311, Nalut University
6312, Namangan Davlat Universiteti
6313, Namangan muhandislik qurilish instituti
6314, Namangan Muhandislik-Texnologiya Instituti
6315, Nambu University
6316, Namibia University of Science and Technology
6317, Namseoul University
6318, Nan Jeon University of Science and Technology
6319, Nan Kai University of Technology
6320, Nanaji Deshmukh Veterinary Science University
6321, Nanchang HangKong University
6322, Nanchang Institute of Science and Technology
6323, Nanchang Institute of Technology
6324, Nanchang Institute of Technology
6325, Nanchang Normal University
6326, Nanchang University
6327, Nangarhar University
6328, Nanhua University
6329, Nanjing Agricultural University
6330, Nanjing Audit University
6331, Nanjing Forestry University
6332, Nanjing Institute of Technology
6333, Nanjing Medical University
6334, Nanjing Normal University
6335, Nanjing Sport Institute
6336, Nanjing Tech University
6337, Nanjing University
6338, Nanjing University of Aeronautics and Astronautics
6339, Nanjing University of Chinese Medicine
6340, Nanjing University of Finance and Economics
6341, Nanjing University of Information Science and Technology
6342, Nanjing University of Posts and Telecommunications
6343, Nanjing University of Science and Technology
6344, Nanjing University of the Arts
6345, Nanjing Xiaozhuang University
6346, Nankai University
6347, Nanning University
6348, NanTong Institute of Technology
6349, Nantong University
6350, Nanya Institute of Technology
6351, Nanyang Academy of Fine Arts
6352, Nanyang Institute of Technology
6353, Nanyang Normal University
6354, Nanyang Technological University
6355, Nanzan University
6356, Nara Institute of Science and Technology
6357, Nara Medical University
6358, Nara Prefectual University
6359, Nara University
6360, Nara University of Education
6361, Nara Women's University
6362, Naragakuen University
6363, Narendra Dev University of Agriculture and Technology
6364, Naresuan University
6365, Naropa University
6366, Narsee Monjee Institute of Management and Higher Studies
6367, Naruto University of Education
6368, Narxoz University
6369, Naryn State University
6370, Nasarawa State University
6371, Nation University
6372, National Academy of Arts
6373, National Academy of Arts of the Kyrgyz Republic
6374, National Academy of Fine Arts
6375, National Academy of Management of Culture and Arts
6376," National Academy of Music ""Pancho Vladigerov"""
6377, National Academy of Visual Arts and Architecture
6378, National Aerospace University
6379, National American University
6380, National and Kapodistrian University of Athens
6381, National Aviation University
6382, National Central University
6383, National Changhua University of Education
6384, National Cheng Kung University
6385, National Chengchi University
6386, National Chi Nan University
6387, National Chiao Tung University
6388, National Chiayi University
6389, National Chin-Yi University of Technology
6390, National Chung Cheng University
6391, National Chung Hsing University
6392, National College of Art and Design
6393, National College of Arts
6394, National College of Business Administration and Economics
6395, National College of Business and Arts
6396, National College of Ireland
6397, National Dairy Research Institute
6398, National Defence University
6399, National Defense College of the Philippines
6400, National Defense University
6401, National Dong Hwa University
6402, National Economics University
6403, National Fisheries University
6404, National Forestry University of Ukraine
6405, National Formosa University
6406, National Graduate Institute for Policy Studies
6407, National Ilan University
6408, National Institute of Business
6409, National Institute of Design
6410, National Institute of Development Administration
6411, National Institute of Education
6412, National Institute of Educational Planning and Administration
6413, National Institute of Fashion Technology
6414, National Institute of Fitness and Sports in Kanoya
6415, National Institute of Food Technology Entrepreneurship and Management
6416, National Institute of Mental Health and Neuro Sciences
6417," National Institute of Pharmaceutical Education and Research, Ahmedabad"
6418," National Institute of Pharmaceutical Education and Research, Guwahati"
6419," National Institute of Pharmaceutical Education and Research, Hajipur"
6420," National Institute of Pharmaceutical Education and Research, Hyderabad"
6421," National Institute of Pharmaceutical Education and Research, Kolkata"
6422," National Institute of Pharmaceutical Education and Research, Rae Bareli"
6423," National Institute of Pharmaceutical Education and Research, S.A.S. Nagar"
6424, National Institute of Sports and Tourism of Turkmenistan
6425," National Institute of Technology, Agartala"
6426," National Institute of Technology, Arunachal Pradesh"
6427," National Institute of Technology, Calicut"
6428," National Institute of Technology, Delhi"
6429," National Institute of Technology, Durgapur"
6430," National Institute of Technology, Goa"
6431," National Institute of Technology, Hamirpur"
6432," National Institute of Technology, Jamshedpur"
6433," National Institute of Technology, Karnataka"
6434," National Institute of Technology, Kurukshetra"
6435," National Institute of Technology, Manipur"
6436," National Institute of Technology, Meghalaya"
6437," National Institute of Technology, Mizoram"
6438," National Institute of Technology, Nagaland"
6439," National Institute of Technology, Patna"
6440," National Institute of Technology, Puducherry"
6441," National Institute of Technology, Raipur"
6442," National Institute of Technology, Rourkela"
6443," National Institute of Technology, Sikkim"
6444," National Institute of Technology, Silchar"
6445," National Institute of Technology, Srinagar"
6446," National Institute of Technology, Tiruchirappalli"
6447," National Institute of Technology, Uttarakhand"
6448," National Institute of Technology, Warangal"
6449, National Kaohsiung Normal University
6450, National Kaohsiung University of Hospitality and Tourism
6451, National Kaohsiung University of Science and Technology
6452, National Law Institute University
6453, National Law School of India University
6454, National Law University and Judicial Academy
6455, National Law University Odisha
6456," National Law University, Delhi"
6457," National Law University, Jodhpur"
6458, National Louis University
6459, National Metallurgical Academy of Ukraine
6460," National Military University ""Vasil Levski"""
6461, National Mining University
6462, National Pedagogical Dragomanov University
6463, National Penghu University of Science and Technology
6464, National Pingtung University
6465, National Pingtung University of Science and Technology
6466, National Polytechnic Institute of Cambodia
6467, National Polytechnic University of Armenia
6468, National Quemoy University
6469, National Research Nuclear University MEPI
6470," National Research Technological University ""MISA"" in Dushanbe"
6471, National Research University Higher School of Economics
6472, National Research University of Electronic Technology
6473, National Ribat University
6474, National Sports Academy Vasil Levski
6475, National Sports University
6476, National Sun Yat-Sen University
6477, National Taichung University of Education
6478, National Taichung University of Science and Technology
6479, National Taipei University
6480, National Taipei University of Business
6481, National Taipei University of Education
6482, National Taipei University of Nursing and Health Sciences
6483, National Taipei University of Technology
6484, National Taitung University
6485, National Taiwan College of Performing Arts
6486, National Taiwan Normal University
6487, National Taiwan Ocean University
6488, National Taiwan Sport University
6489, National Taiwan University
6490, National Taiwan University of Arts
6491, National Taiwan University of Science and Technology
6492, National Taiwan University of Sport
6493, National Technical University
6494, National Technical University Kharkiv Polytechnic Institute
6495, National Technical University of Athens
6496, National Technical University of Ukraine Kyiv Polytechnic Institute
6497, National Textile University
6498, National Transport University
6499, National Tsing Hua University
6500, National United University
6501, National University
6502, National University College
6503, National University Odesa Law Academy
6504, National University Odessa Maritime Academy
6505, National University of Architecture and Construction of Armenia
6506," National University of Arts and Culture, Mandalay"
6507," National University of Arts and Culture, Yangon"
6508, National University of Cherkasy
6509, National University of Civil Engineering
6510, National University of Computer and Emerging Sciences
6511, National University of Defense Technology
6512, National University of Economics
6513, National University of Food Technologies
6514, National University of Health Sciences
6515," National University of Ireland, Galway"
6516," National University of Ireland, System"
6517, National University of Kaohsiung
6518, National University of Kyiv-Mohyla Academy
6519, National University of Laos
6520, National University of Lesotho
6521, National University of Life and Environmental Sciences of Ukraine
6522, National University of Management
6523, National University of Medical Sciences
6524, National University of Modern Languages
6525, National University of Mongolia
6526, National University of Ostroh Academy
6527, National University of Pharmacy
6528, National University of Physical Education and Sports of Ukraine
6529, National University of Science and Technology
6530, National University of Science and Technology
6531," National University of Science and Technology ""MISIS"""
6532, National University of Sciences and Technology
6533, National University of Singapore
6534, National University of State Tax Service of Ukraine
6535, National University of Study and Research in Law
6536, National University of Tainan
6537, National University of Technology
6538, National University of Water and Environmental Engineering
6539, National University Yuri Kondratyuk Poltava Polytechnic
6540," National University, Bangladesh"
6541," National University, Philippines"
6542," National University, Yemen"
6543, National University-Sudan
6544, National Yang-Ming University
6545, National Yunlin University of Science and Technology
6546, Nava Nalanda Mahavihara
6547, Naval Postgraduate School
6548, Navamindradhiraj University
6549, Navoiy Davlat Konchilik Instituti
6550, Navoiy Davlat Pedagogika Instituti
6551, Navrachana University
6552, Navsari Agricultural University
6553, Nawroz University
6554, Naxcivan Dövlet Universiteti
6555, Naxçivan Müellimler Institutu
6556, Naxcivan Universiteti
6557, Nayanova University
6558, Nayestan Institute of Higher Education
6559, Nayoro City University
6560, Nazarbayev University
6561, Nazarene Bible College
6562, Nazareth College
6563, Nazeer Hussain University
6564, Ndejje University
6565, Neapolis University Paphos
6566, Nebraska Christian College
6567, Nebraska Methodist College
6568, Nebraska Wesleyan University
6569, Necmettin Erbakan Üniversitesi
6570, NED University of Engineering and Technology
6571, Neelain University
6572, Negros Oriental State University
6573, Nehru Gram Bharati Vishwavidyalaya
6574, Neijiang Normal University
6575, Nelson Mandela African Institution of Science and Technology
6576, Nelson Mandela University
6577, Nemzeti Közszolgálati Egyetem
6578, NEOMA Business School
6579, Nepal Sanskrit University
6580, Netanya Academic College
6581, Neumann János Egyetem
6582, Neumann University
6583," Neusoft Institute, Guangdong"
6584, Nevada State College
6585, Nevsehir Haci Bektas Veli Üniversitesi
6586, Nevsky Institute of Language and Culture
6587, New Bulgarian University
6588, New College of Florida
6589, New Design University Privatuniversität
6590, New Economic School
6591, New England College
6592, New England College of Optometry
6593, New England Conservatory
6594, New England Institute of Technology
6595, New England Law | Boston
6596, New Era College
6597, New Era University
6598, New Giza University
6599, New Hope Christian College
6600, New Jersey City University
6601, New Jersey Institute of Technology
6602, New Medicine Institute
6603, New Mexico Highlands University
6604, New Mexico Institute of Mining and Technology
6605, New Mexico State University
6606, New Valley University
6607, New Vision University
6608, New York Academy of Art
6609," New York City College of Technology, CUNY"
6610, New York College of Podiatric Medicine
6611, New York Institute of Technology
6612, New York Institute of Technology Abu Dhabi
6613, New York Law School
6614, New York Medical College
6615, New York School of Interior Design
6616, New York University
6617, New York University Abu Dhabi
6618, New York University Skopje
6619, Newberry College
6620, Newcastle University
6621, Newman University
6622," Newman University, Birmingham"
6623, Newmaninstitutet
6624, Newports Institute of Communications and Economics
6625, NewSchool of Architecture and Design
6626, Newton College
6627, Nezavisni univerzitet Banja Luka
6628, NFC Institute of Engineering and Technology
6629, Nguyen Tat Thanh University
6630, Ngwane College
6631, Nha Trang University
6632, NHL Stenden Hogeschool
6633, Niagara University
6634, Nicholls State University
6635, Nichols College
6636, Nicola Valley Institute of Technology
6637, Nigde Ömer Halisdemir Üniversitesi
6638, Niger Delta University
6639," Nigerian Maritime University, Okerenkoko"
6640, Nihon Bunka University
6641, Nihon Fukushi University
6642, Nihon Institute of Medical Science
6643, Nihon Pharmaceutical University
6644, Nihon University
6645, Niigata College of Nursing
6646, Niigata Institute of Technology
6647, Niigata Sangyo University
6648, Niigata Seiryo University
6649, Niigata University
6650, Niigata University of Health and Welfare
6651, Niigata University of International and Information Studies
6652, Niigata University of Management
6653, Niigata University of Pharmacy and Applied Life Sciences
6654, NIILM University
6655, NIIT University
6656, Nikola Vaptsarov Naval Academy
6657, Nilamber-Pitamber University
6658, Nile Source Polytechnic of Applied Arts
6659, Nile University
6660, Nile University of Nigeria
6661, Nile Valley University
6662, NIMS University
6663, Ninevah University
6664, Ningbo University
6665, Ningbo University of Finance and Economics
6666, Ningbo University of Technology
6667, Ningde Normal University
6668, Ningxia Institute of Science and Technology
6669, Ningxia Medical University
6670, Ningxia Normal University
6671, Ningxia University
6672, Nipissing University
6673, Nippon Bunri University
6674, Nippon Institute of Technology
6675, Nippon Medical School
6676, Nippon Sport Science University
6677, Nippon Veterinary and Life Science University
6678, Nirma University
6679, Nisantasi Üniversitesi
6680, Nishikyushu University
6681, Nishinippon Institute of Technology
6682, Nishogakusha University
6683, NITTE University
6684, Nizam's Institute of Medical Sciences
6685, Nizhnevartovsk State University
6686, Nizhny Novgorod State Agricultural Academy
6687, Nizhny Novgorod State Pedagogical University
6688, Nizhny Novgorod State Technical University
6689, Nizhny Novgorod State University of Architecture and Civil Engineering
6690, Nizhyn Gogol State University
6691, Nizwa College of Technology
6692, Njala University
6693, Nkhoma University
6694, Nkumba University
6695, NLA Høgskolen
6696, Nnamdi Azikiwe University
6697, Noakhali Science and Technology University
6698, Noida International University
6699, Noman Sadat Institute of Higher Education
6700, Noorin Institute of Higher Education
6701, Nordakademie Hochschule der Wirtschaft
6702, Norfolk State University
6703, Norges Handelshøyskole
6704, Norges idrettshøgskole
6705, Norges miljø- og biovitenskapelige universitet
6706, Norges musikkhøgskole
6707, Norges teknisk-naturvitenskaplige universitet
6708, North Asia University
6709, North Bangkok University
6710, North Bengal International University
6711, North Carolina Agricultural and Technical State University
6712, North Carolina Central University
6713, North Carolina State University
6714, North Carolina Wesleyan College
6715, North Caucasian Institute of Mining and Metallurgy
6716, North Caucasus Federal University
6717, North Central College
6718, North Central University
6719, North Chiang Mai University
6720, North China Electric Power University
6721, North China Institute of Aerospace Engineering
6722, North China Institute of Science and Technology
6723, North China University of Science and Technology
6724, North China University of Technology
6725, North China University of Water Resources and Electric Power
6726, North Dakota State University
6727, North East Frontier Technical University
6728, North East University Bangladesh
6729, North Eastern Hill University
6730, North Eastern Regional Institute of Science and Technology
6731, North Eastern University
6732, North Greenville University
6733, North Kazakhstan State University
6734, North Khorasan University of Medical Sciences
6735, North Orissa University
6736, North Ossetian State University
6737, North Park University
6738, North Sichuan Medical College
6739, North South University
6740, North State Medical University
6741, North University of China
6742, North University of Nationalities
6743, North Western University
6744, Northeast Agricultural University
6745, Northeast Electric Power University
6746, Northeast Forestry University
6747, Northeast Normal University
6748, Northeast Ohio Medical University
6749, Northeast Petroleum University
6750, North-Eastern Federal University
6751, Northeastern Illinois University
6752, Northeastern State University
6753, North-Eastern State University
6754, Northeastern University
6755," Northeastern University, China"
6756, Northern Alberta Institute of Technology
6757, Northern Arctic Federal University
6758, Northern Arizona University
6759, Northern Borders University
6760, Northern Caribbean University
6761, Northern Illinois University
6762, Northern Kentucky University
6763, Northern Luzon Adventist College
6764, Northern Michigan University
6765, Northern New Mexico College
6766, Northern Ossetian State Academy of Medicine
6767, Northern School of Contemporary Dance
6768, Northern State University
6769, Northern Technical University
6770, Northern University
6771, Northern University of Bangladesh
6772," Northern University of Business and Technology, Khulna"
6773, Northern Vermont University
6774, Northland College
6775, Northpoint Bible College
6776, Northrise University
6777, Northumbria University
6778, Northwest A&F University
6779, Northwest Florida State College
6780, Northwest Missouri State University
6781, Northwest Nazarene University
6782, Northwest Normal University
6783, Northwest Samar State University
6784, Northwest University
6785, North-West University
6786, Northwest University for Nationalities
6787, Northwest University of Politics and Law
6788," Northwest University, China"
6789, Northwestern College
6790, Northwestern Health Sciences University
6791, Northwestern Oklahoma State University
6792, Northwestern Polytechnical University
6793, North-Western State Medical University
6794, Northwestern State University of Louisiana
6795, Northwestern University
6796, Northwestern University in Qatar
6797," Northwestern University, Philippines"
6798, Northwood University
6799, Norton University
6800, Norwich University
6801, Norwich University of the Arts
6802, Notre Dame College
6803, Notre Dame de Namur University
6804, Notre Dame of Dadiangas University
6805, Notre Dame of Kidapawan College
6806, Notre Dame of Marbel University
6807, Notre Dame of Maryland University
6808, Notre Dame Seishin University
6809, Notre Dame University
6810, Notre Dame University
6811, Notre Dame University Bangladesh
6812, Nottingham Trent University
6813, Nova Southeastern University
6814, Novena University
6815, Novgorod State University
6816, Novosibirsk State Agricultural University
6817, Novosibirsk State Architectural University
6818, Novosibirsk State Medical University
6819, Novosibirsk State Pedagogical University
6820, Novosibirsk State Technical University
6821, Novosibirsk State University
6822, Novosibirsk State University of Economics and Management
6823, Nsaka University
6824, NSCAD University
6825, nta Hochschule Isny
6826, Nueva Ecija University of Science and Technology
6827, Nueva Vizcaya State University
6828, Nuh Naci Yazgan Üniversitesi
6829, Nukus Davlat Pedagogika Instituti
6830, Nur International University
6831, Nyack College
6832, Nyenrode Business Universiteit
6833, Nyíregyházi Egyetem
6834, O.M. Beketov National University of Urban Economy in Kharkiv
6835, O.O. Bogomolets National Medical University
6836, O.P. Jindal Global University
6837, O.P. Jindal University
6838, Oak Hills Christian College
6839, OAK University
6840, Oakland City University
6841, Oakland University
6842, Oakwood University
6843, Obafemi Awolowo University
6844, Oberlin College
6845, Obihiro University of Agriculture and Veterinary Medicine
6846, Obirin Daigaku
6847, Obong University
6848, Óbudai Egyetem
6849, OCAD University
6850, Occidental College
6851, Ocean University of China
6852, Ochanomizu University
6853, October 6 University
6854, Odessa National Academy of Food Technologies
6855, Odessa National Academy of Music
6856, Odessa National Academy of Telecommunications
6857, Odessa National Economics University
6858, Odessa National Maritime University
6859, Odessa National Medical University
6860, Odessa National Polytechnic University
6861, Odessa National University
6862, Odessa State Academy of Civil Engineering and Architecture
6863, Odessa State Agrarian University
6864, Odessa State Environmental University
6865, Odisee
6866, Odisha University of Agriculture and Technology
6867, Odlar Yurdu Universiteti
6868, Oduduwa University
6869, Ogarev Mordovia State University
6870, Oglethorpe University
6871, Oguz Han Engineering and Technology University of Turkmenistan
6872, Ohio Christian University
6873, Ohio Dominican University
6874, Ohio Northern University
6875, Ohio University
6876, Ohio University Southern
6877, Ohio University-Chillicothe
6878, Ohio Valley University
6879, Ohio Wesleyan University
6880, Ohkagakuen University
6881, Ohu University
6882, Oita University
6883, Oita University of Nursing and Health Sciences
6884, Okan Üniversitesi
6885, Okayama Gakuin University
6886, Okayama Prefectural University
6887, Okayama Shoka University
6888, Okayama University
6889, Okayama University of Science
6890, Okinawa Christian University
6891, Okinawa International University
6892, Okinawa Prefectural College of Nursing
6893, Okinawa Prefectural University of Arts
6894, Oklahoma Baptist University
6895, Oklahoma Christian University
6896, Oklahoma City University
6897, Oklahoma Panhandle State University
6898, Oklahoma State University
6899, Oklahoma Wesleyan University
6900, Olabisi Onabanjo University
6901, Old Dominion University
6902, Olivarez College
6903, Olivet College
6904, Olivet Nazarene University
6905, Oman College of Management and Technology
6906, Oman Dental College
6907, Oman Tourism College
6908, Omar Al-Mukhtar University
6909, Omdurman Ahlia University
6910, Omdurman Islamic University
6911, Omsk State Agrarian University n.a. P. A. Stolypin
6912, Omsk State Medical Academy
6913, Omsk State Pedagogical University
6914, Omsk State Technical University
6915, Omsk State Transport University
6916, Onbes Kasim Kibris Üniversitesi
6917, Ondo State University of Science and Technology
6918, Ondokuz Mayis Üniversitesi
6919, Ono Academic College
6920, Onomichi University
6921, Ontario Tech University
6922, OPJS University
6923, Oral Roberts University
6924, Ordos Institute of Technology
6925, Ordu Üniversitesi
6926, Örebro Universitet
6927, Oregon Health & Science University
6928, Oregon Institute of Technology
6929, Oregon State University
6930, Orel State Agrarian University
6931, Orel State University
6932, Orenburg State Agrarian University
6933, Orenburg State Medical University
6934, Orenburg State Pedagogical University
6935, Orenburg State University
6936, Oriental Institute of Technology
6937, Oriental University
6938, Orkhon University
6939, Oromia State University
6940, Orota School of Medicine and Dental Medicine
6941, ORT Braude College
6942, Orta Dogu Teknik Üniversitesi
6943, Orta Dogu Teknik Universitesi Kuzey Kibris Kampusu
